Field,Value
"braineo,Collider LI",1
"bugra1410,Yuze Jiang",1
"alejx,Collider LI",1
"Yuze Jiang,Shreyansh Mishra",1
"Yuze Jiang,Viktor Szépe",1
"Yuze Jiang,Bartosz Dolewski",1
"Yuze Jiang,0xflotus",1
"Yuze Jiang,Alexandre Gaubil",1
"darkbrow,cgand",1
"darkbrow,Collider LI",1
"darkbrow,Nicolas Allemand",1
"cgand,Yuze Jiang",1
"low-batt,Arkady Bazhanov",1
"lhc70000,lhc",1
"lhc,shilch",1
"lhc,Yuze Jiang",1
"lhc,DrabWeb",1
"darkbrow,Emin Hacıoğlu",1
"low-batt,Collider LI",1
"low-batt,Saagar Jha",1
"lusuee,Kelvin",1
"lusuee,Collider LI",1
"shilch,Collider LI",1
"shilch,darkbrow",1
"wanxiangchwng,Yuze Jiang",1
"vit9696,Saagar Jha",1
"xjbeta,Collider LI",1
"顾佳奇,Jiaqi Gu",1
,
Committer Timezone Distribution,Unique Timezones: 11
Timezone,Commits
+00:00,4
+01:00,57
+02:00,40
+03:00,49
+08:00,2174
+09:00,412
-04:00,327
-05:00,259
-06:00,196
-07:00,84
-08:00,71
,
Contributors Experience,Average across 2911 files: 85.77%
File,Top Contributor Share (%)
libmpv/include/mpv/qthelper.hpp,100.00
mpvx.xcodeproj/project.pbxproj,100.00
mpvx.xcodeproj/project.xcworkspace/contents.xcworkspacedata,100.00
mpvx/AppData.swift,100.00
mpvx/AppDelegate.swift,100.00
mpvx/Assets.xcassets/AppIcon.appiconset/Contents.json,100.00
mpvx/Base.lproj/MainMenu.xib,100.00
mpvx/Environment.swift,100.00
mpvx/Error.swift,100.00
mpvx/Info.plist,100.00
