File,Top Contributor Share (%)
.gitattributes,63.64
.gitignore,51.66
COPYING,97.77
README,97.81
build/.gitignore,100.00
config.mak,100.00
libobs-d3d11/GS_D3D11Exports.h,100.00
libobs-d3d11/GS_D3D11IndexBuffer.cpp,100.00
libobs-d3d11/GS_D3D11SamplerState.cpp,100.00
libobs-d3d11/GS_D3D11Shader.cpp,100.00
libobs-d3d11/GS_D3D11ShaderProcessor.cpp,100.00
libobs-d3d11/GS_D3D11ShaderProcessor.hpp,100.00
libobs-d3d11/GS_D3D11StageSurf.cpp,100.00
libobs-d3d11/GS_D3D11SubSystem.cpp,100.00
libobs-d3d11/GS_D3D11SubSystem.hpp,100.00
libobs-d3d11/GS_D3D11Texture2D.cpp,100.00
libobs-d3d11/GS_D3D11VertexBuffer.cpp,100.00
libobs-d3d11/GS_D3D11ZStencilBuffer.cpp,100.00
libobs-d3d11/makefile,100.00
libobs-d3d11/mingw/dxgi.h,100.00
libobs/graphics/axisang.c,97.67
libobs/graphics/axisang.h,96.00
libobs/graphics/basemath.hpp,100.00
libobs/graphics/bounds.c,95.14
libobs/graphics/bounds.h,86.87
libobs/graphics/effect-parser.c,71.52
libobs/graphics/effect-parser.h,90.28
libobs/graphics/effect.c,77.85
libobs/graphics/effect.h,91.32
libobs/graphics/graphics-imports.c,83.42
libobs/graphics/graphics-internal.h,79.07
libobs/graphics/graphics.c,81.94
libobs/graphics/graphics.h,80.48
libobs/graphics/input.h,99.27
libobs/graphics/math-defs.h,93.44
libobs/graphics/math-extra.c,95.06
libobs/graphics/math-extra.h,94.74
libobs/graphics/matrix3.c,96.26
libobs/graphics/matrix3.h,90.78
libobs/graphics/matrix4.c,88.02
libobs/graphics/matrix4.h,88.96
libobs/graphics/plane.c,95.65
libobs/graphics/plane.h,89.71
libobs/graphics/quat.c,97.48
libobs/graphics/quat.h,92.86
libobs/graphics/shader-parser.c,92.78
libobs/graphics/shader-parser.h,95.98
libobs/graphics/texture-render.c,87.12
libobs/graphics/vec2.c,96.36
libobs/graphics/vec2.h,91.55
libobs/graphics/vec3.c,95.05
libobs/graphics/vec3.h,93.52
libobs/graphics/vec4.c,96.00
libobs/graphics/vec4.h,67.89
libobs/makefile,100.00
libobs/media-io/audio-io.c,90.85
libobs/media-io/audio-io.h,87.20
libobs/media-io/media-io.c,100.00
libobs/media-io/media-io.h,98.73
libobs/media-io/video-io.c,81.52
libobs/media-io/video-io.h,67.23
libobs/obs-data.h,70.88
libobs/obs-defs.h,96.23
libobs/obs-display.c,60.39
libobs/obs-module.c,80.40
libobs/obs-module.h,70.25
libobs/obs-output.c,65.92
libobs/obs-output.h,93.97
libobs/obs-scene.c,58.39
libobs/obs-scene.h,83.01
libobs/obs-service.h,78.29
libobs/obs-source.c,66.83
libobs/obs-source.h,82.02
libobs/obs-video.c,52.85
libobs/obs.c,62.23
libobs/obs.h,74.46
libobs/util/base.c,81.14
libobs/util/base.h,85.53
libobs/util/bmem.c,80.20
libobs/util/bmem.h,95.62
libobs/util/c99defs.h,68.29
libobs/util/cf-lexer.c,92.83
libobs/util/cf-lexer.h,92.19
libobs/util/cf-parser.c,93.20
libobs/util/cf-parser.h,95.43
libobs/util/config-file.c,81.58
libobs/util/config-file.h,87.76
libobs/util/darray.h,68.91
libobs/util/dstr.c,96.06
libobs/util/dstr.h,93.06
libobs/util/lexer.c,97.60
libobs/util/lexer.h,97.13
libobs/util/platform-windows.c,73.19
libobs/util/platform.c,84.23
libobs/util/platform.h,85.59
libobs/util/serializer.h,98.01
libobs/util/text-lookup.c,92.72
libobs/util/text-lookup.h,91.67
libobs/util/threading.h,89.51
libobs/util/utf8.c,96.63
libobs/util/utf8.h,91.30
libobs/util/vc/stdbool.h,92.31
libobs/util/vc/stdint.h,100.00
libobs/util/windows/ComPtr.hpp,88.93
libobs/util/windows/HRError.hpp,98.04
makefile,100.00
test/makefile,100.00
test/test-input/makefile,100.00
test/test-input/test-filter.c,98.30
test/test-input/test-filter.h,96.97
test/test-input/test-input-exports.h,95.00
test/test-input/test-input.c,94.03
test/test-input/test-random.c,99.17
test/test-input/test-random.h,97.50
test/win/makefile,100.00
test/win/test.cpp,88.97
vs/2010/OBS.sln,100.00
vs/2010/OBS/OBS.vcxproj,100.00
