Field,Value
Commits Overview,
Total Commits,39219
Total Unique Authors,675
,
Top 10 Contributors,
Author,Commits
Thomas Robitaille,9731
Michael Droettboom,5608
Erik Tollerud,5483
Tom Aldcroft,5053
Marten van Kerkwijk,4839
Nathaniel Starkman (@nstarman),3542
Brigitta Sipocz,3405
Erik M. Bray,3115
Pey Lian Lim,2743
Simon Conseil,2342
,
Communication Events,Total: 5319
"Author1,Author2",Events
"Brigitta Sipocz,Simon Conseil",89
"Adrian Price-Whelan,Erik Tollerud",76
"Michael Droettboom,Nadia Dencheva",70
"Nadia Dencheva,Michael Droettboom",68
"Thomas Robitaille,Erik Tollerud",64
"Stuart Mumford,Thomas Robitaille",64
"Erik Tollerud,Thomas Robitaille",61
"Thomas Robitaille,Tom Aldcroft",54
"Tom Aldcroft,Thomas Robitaille",53
"Thomas Robitaille,Michael Droettboom",52
"Thomas Robitaille,Stuart Mumford",51
"Michael Droettboom,Thomas Robitaille",49
"Tom Aldcroft,Marten van Kerkwijk",47
"Simon Conseil,Michael Seifert",45
"Erik M. Bray,Erik Bray",43
"Pey Lian Lim,P. L. Lim",43
"Thomas Robitaille,Marten van Kerkwijk",41
"Erik Tollerud,Tom Aldcroft",39
"Marten van Kerkwijk,Thomas Robitaille",38
"Marten van Kerkwijk,Tom Aldcroft",38
"Simon Conseil,Brigitta Sipocz",36
"Thomas Robitaille,Pey Lian Lim",35
"Michael Droettboom,Erik Tollerud",35
"Erik Tollerud,Adrian Price-Whelan",35
"Perry Greenfield,perrygreenfield",33
"Erik M. Bray,Erik Tollerud",29
"Christoph Deil,Thomas Robitaille",29
"Thomas Robitaille,Brigitta Sipocz",29
"Thomas Robitaille,Erik Bray",29
"Marten van Kerkwijk,Michael Droettboom",28
"Thomas Robitaille,Erik M. Bray",28
"Tom Aldcroft,Erik Tollerud",27
"Erik M. Bray,Thomas Robitaille",27
"perrygreenfield,Perry Greenfield",26
"Marten van Kerkwijk,Erik Tollerud",26
"Thomas Robitaille,pre-commit-ci[bot]",25
"Lauren Glattly,lglattly",25
"Erik Tollerud,Brigitta Sipocz",24
"Erik Tollerud,Marten van Kerkwijk",23
"Brigitta Sipocz,Thomas Robitaille",23
"Erik M. Bray,Michael Droettboom",22
"Dan D'Avella,Daniel D'Avella",22
"Pey Lian Lim,Thomas Robitaille",22
"himanshupathak21061998,Tom Aldcroft",21
"Erik Tollerud,Michael Droettboom",21
"Nadia Dencheva,Erik M. Bray",21
"Michael Droettboom,Marten van Kerkwijk",20
"Tom Aldcroft,Brigitta Sipocz",20
"Thomas Robitaille,Larry Bradley",20
"Stuart Littlefair,Marten van Kerkwijk",20
"Erik M. Bray,Nadia Dencheva",20
"Michael Droettboom,Erik M. Bray",19
"Marten van Kerkwijk,Erik M. Bray",19
"Adrian Price-Whelan,Brigitta Sipocz",18
"Erik Tollerud,Erik Bray",18
"Larry Bradley,Thomas Robitaille",17
"Pey Lian Lim,Brigitta Sipocz",17
"Nadia Dencheva,Christoph Deil",16
"Tom Aldcroft,Erik M. Bray",15
"Tom Aldcroft,P. L. Lim",15
"Pey Lian Lim,Michael Droettboom",15
"Brigitta Sipocz,Tom Aldcroft",14
"perrygreenfield,Nadia Dencheva",14
"Erik Tollerud,Erik M. Bray",14
"Erik M. Bray,Tom Aldcroft",14
"Asra Nizami,Thomas Robitaille",14
"Nathaniel Starkman (@nstarman),Nathaniel Starkman",14
"Tom Aldcroft,Michael Droettboom",14
"Christoph Deil,Nadia Dencheva",13
"Simon Conseil,Thomas Robitaille",13
"Nadia Dencheva,Thomas Robitaille",13
"Brigitta Sipocz,Erik Tollerud",13
"Thomas Robitaille,Simon Conseil",13
"Lauren Glattly,Adrian Price-Whelan",13
"lglattly,Lauren Glattly",12
"Brigitta Sipocz,Pey Lian Lim",12
"P. L. Lim,Pey Lian Lim",12
"Pey Lian Lim,Erik Tollerud",11
"Marten van Kerkwijk,Pey Lian Lim",11
"Adam,Adam Ginsburg",11
"Erik Bray,Erik M. Bray",11
"Christoph Deil,Erik Tollerud",11
"Marten van Kerkwijk,Adrian Price-Whelan",11
"Michael Droettboom,Erik Bray",11
"P. L. Lim,Simon Conseil",11
"Nathaniel Starkman (@nstarman),William Jamieson",11
"Adam Ginsburg,Adam",10
"Simon Conseil,Pey Lian Lim",10
"Pey Lian Lim,Marten van Kerkwijk",10
"kelle,Adrian Price-Whelan",10
"Tom Aldcroft,Simon Conseil",10
"William Jamieson,Nathaniel Starkman (@nstarman)",10
"Thomas Robitaille,Christoph Deil",10
"AustereCuriosity,Marten van Kerkwijk",10
"Erik Bray,Erik Tollerud",10
"Marten Henric van Kerkwijk,Marten H. van Kerkwijk",10
"Erik M. Bray,Marten van Kerkwijk",10
"Marten van Kerkwijk,Nathaniel Starkman (@nstarman)",10
"Adrian Price-Whelan,Thomas Robitaille",10
"Maximilian Nöthe,Marten van Kerkwijk",9
"Brigitta Sipocz,Adrian Price-Whelan",9
"Erik Tollerud,Christoph Deil",9
"Brigitta Sipőcz,Brigitta Sipőcz",9
"Christoph Deil,Wolfgang Kerzendorf",9
"Marten van Kerkwijk,Brigitta Sipocz",9
"P. L. Lim,Thomas Robitaille",9
"John Parejko,John K. Parejko",9
"Erik M. Bray,Larry Bradley",9
"Pey Lian Lim,Simon Conseil",9
"Adam Ginsburg,Adam Ginsburg (keflavich)",9
"Adrian Price-Whelan,Tom Aldcroft",9
"Simon Conseil,Tom Aldcroft",9
"Pey Lian Lim (Github),P. L. Lim",9
"Erik Bray,Thomas Robitaille",9
"Larry Bradley,Marten van Kerkwijk",9
"Simon Conseil,Marten van Kerkwijk",9
"pre-commit-ci[bot],Thomas Robitaille",9
"Adrian Price-Whelan,Marten van Kerkwijk",9
"Brigitta Sipocz,Marten van Kerkwijk",8
"Derek Homeier,William Jamieson",8
"Tom Aldcroft,Adrian Price-Whelan",8
"Erik Tollerud,Julien Woillez",8
"Thomas Robitaille,Asra Nizami",8
"Clément Robert,P. L. Lim",8
"Michael Mueller,Tom Aldcroft",8
"Thomas Robitaille,Adrian Price-Whelan",8
"Pey Lian Lim,Nathaniel Starkman (@nstarman)",8
"Perry Greenfield,Nadia Dencheva",8
"Nabil Freij,Thomas Robitaille",8
"Eli Rykoff,erykoff",8
"Pey Lian Lim,Tom Aldcroft",8
"Erik Bray,Michael Droettboom",8
"P. L. Lim,Clément Robert",8
