Field,Value
Commits Overview,
Total Commits,1382
Total Unique Authors,169
,
Top 10 Contributors,
Author,Commits
Deshraj Yadav,1478
Dev Khant,1133
Taranjeet Singh,1072
Deven Patel,617
Sidharth Mohanty,452
cachho,434
Saket Aryan,336
Prateek Chhikara,126
Sahil Kumar Yadav,117
Sandra Serrano,83
,
Communication Events,Total: 717
"Author1,Author2",Events
"Sidharth Mohanty,Deshraj Yadav",48
"Sidharth Mohanty,Deven Patel",41
"Deven Patel,Deshraj Yadav",38
"Deshraj Yadav,Sidharth Mohanty",28
"Deshraj Yadav,Deven Patel",27
"Deven Patel,Sidharth Mohanty",24
"Taranjeet Singh,cachho",22
"Rupesh Bansal,Deshraj Yadav",20
"Dev Khant,Deshraj Yadav",17
"Dev Khant,Dev-Khant",15
"aaishikdutta,Deshraj Yadav",15
"cachho,Taranjeet Singh",15
"cachho,Dev Khant",13
"Wonbin Kim,Dev Khant",11
"Deshraj Yadav,Dev Khant",10
"Dev Khant,Prateek Chhikara",10
"Deshraj Yadav,Taranjeet Singh",9
"aaishikdutta,cachho",9
"Taranjeet Singh,Deshraj Yadav",9
"Deshraj Yadav,cachho",8
"Sandra Serrano,Deshraj Yadav",8
"Prateek Chhikara,Dev Khant",8
"Anupam Singh,aaishikdutta",7
"ma-raza,Deshraj Yadav",7
"cachho,aaishikdutta",7
"Dev Khant,cachho",6
"Mitul Kataria,Dev Khant",6
"Dev-Khant,Dev Khant",6
"Dev Khant,Saket Aryan",6
"Prateek Chhikara,Deshraj Yadav",5
"Deshraj Yadav,Sandra Serrano",5
"Deshraj Yadav,Prateek Chhikara",5
"Taranjeet Singh,Dev Khant",5
"Deshraj Yadav,ahnedeee",4
"ahnedeee,cachho",4
"Peter Jausovec,Deven Patel",4
"cachho,wangJm",4
"Taranjeet Singh,Sahil Kumar Yadav",4
"Prashant Chaudhary,cachho",4
"cachho,Deshraj Yadav",4
"Anupam Singh,Deshraj Yadav",4
"aaishikdutta,Anupam Singh",3
"Sahil Kumar Yadav,cachho",3
"Shashank Srivastava,ma-raza",3
"Prashant Chaudhary,Taranjeet Singh",3
"Madison Ebersole,Sandra Serrano",3
"Sidharth Mohanty,Rupesh Bansal",3
"Saket Aryan,Dev Khant",3
"Taranjeet Singh,Deven Patel",3
"sw8fbar,cachho",3
"Deshraj Yadav,Shashank Srivastava",3
"Dev Khant,Parshva Daftari",3
"Deven Patel,Muhammad Muzammil",3
"Jaimin Godhani,Dev Khant",3
"Deven Patel,Taranjeet Singh",3
"Hieu Lam,Dev Khant",3
"dbcontributions,Dev Khant",3
"Deshraj Yadav,UnMonsieur",2
"Dev Khant,Lennex Zinyando",2
"Joe,Deshraj Yadav",2
"Felipe Amaral,Joe",2
"Dev Khant,Taranjeet Singh",2
"Anupam Singh,Taranjeet Singh",2
"Dev Khant,Mayank",2
"Kapil Mirchandani,Ayush Mishra",2
"Dev Khant,Mitul Kataria",2
"Muhammad Muzammil,Deshraj Yadav",2
"Niv Hertz,Abdur Rahman Nawaz",2
"Shivam Menda,Kapil Mirchandani",2
"Prateek Chhikara,Saket Aryan",2
"UnMonsieur,Deven Patel",2
"Mohamad,Dev-Khant",2
"Sukkrit Sharma,Deven Patel",2
"omahs,cachho",2
"cachho,gasolin",2
"andrewghlee,Pranav Puranik",2
"cachho,Anupam Singh",2
"cachho,Sahil Kumar Yadav",2
"Taranjeet Singh,Sidharth Mohanty",2
"Taranjeet Singh,aaishikdutta",2
"Kapil Mirchandani,Subhajit Ghosh",2
"Pranav Puranik,Mathew Shen",2
"Pranav Puranik,mogith-pn",2
"LeonieFreisinger,Deshraj Yadav",2
"Parshva Daftari,Farzad Sunavala",2
"Sahil Kumar Yadav,Taranjeet Singh",2
"Joe Sleiman,Deshraj Yadav",2
"Jonas,cachho",2
"Anusha Kondam,Deshraj Yadav",1
"Deshraj Yadav,anchit-nishant",1
"Deshraj Yadav,Rupesh Bansal",1
"David Talson,Dev Khant",1
"Deshraj Yadav,Christian Clauss",1
"Deshraj Yadav,ma-raza",1
"Abhay Shukla,Dev Khant",1
"Ayush Mishra,Taranjeet Singh",1
"Candido Sales Gomes,Taranjeet Singh",1
"João Moura,Dev Khant",1
"João Moura,Deshraj Yadav",1
"Ikko Eltociear Ashimine,Joseph Chancey",1
"Deven Patel,atkinsh",1
"Farzad Sunavala,Dev Khant",1
"Divyanshu Prasad,Deshraj Yadav",1
"Hardik Jindal,Uzair Naeem",1
"Ikko Eltociear Ashimine,Deshraj Yadav",1
"Dev Khant,krescent",1
"Dev Khant,Yuhang",1
"Dev Khant,Pranav Puranik",1
