Field,Value
Commits Overview,
Total Commits,24881
Total Unique Authors,140
,
Top 10 Contributors,
Author,Commits
James Allen,12155
Jakob Ackermann,10923
Alasdair Smith,8364
Alf Eaton,8348
Henry Oswald,6245
Brian Gough,5747
Eric Mc Sween,5329
Shane Kilkelly,3411
Winston Li,2831
Jessica Lawshe,2493
,
Communication Events,Total: 3494
"Author1,Author2",Events
"James Allen,Henry Oswald",95
"Henry Oswald,James Allen",90
"James Allen,Paulo Reis",84
"Paulo Reis,James Allen",79
"Brian Gough,Jakob Ackermann",64
"M Fahru,CloudBuild",46
"Alf Eaton,ilkin-overleaf",44
"Eric Mc Sween,Jakob Ackermann",40
"Alf Eaton,Jakob Ackermann",40
"Alf Eaton,Alasdair Smith",38
"Alf Eaton,Timothée Alby",34
"Tim Down,Jakob Ackermann",32
"Alf Eaton,Mathias Jakobsen",29
"Jakob Ackermann,Eric Mc Sween",29
"Alf Eaton,Eric Mc Sween",28
"Jakob Ackermann,Tim Down",26
"Eric Mc Sween,Chrystal Maria Griffiths",22
"Timothée Alby,Alf Eaton",21
"Domagoj Kriskovic,Alf Eaton",21
"Alf Eaton,Thomas",21
"Mathias Jakobsen,Alf Eaton",21
"Alf Eaton,Miguel Serrano",20
"Eric Mc Sween,ilkin-overleaf",20
"Jakob Ackermann,Alf Eaton",20
"Jakob Ackermann,Brian Gough",20
"Davinder Singh,M Fahru",20
"Henry Oswald,Brian Gough",19
"Antoine Clausse,Eric Mc Sween",19
"Miguel Serrano,Alf Eaton",18
"Timothée Alby,Miguel Serrano",18
"Alf Eaton,Domagoj Kriskovic",18
"ilkin-overleaf,M Fahru",18
"Eric Mc Sween,Alf Eaton",18
"M Fahru,Jessica Lawshe",18
"James Allen,Shane Kilkelly",17
"Timothée Alby,Tim Alby",16
"Eric Mc Sween,Miguel Serrano",16
"David,CloudBuild",16
"ilkin-overleaf,Tim Down",16
"dependabot[bot],Jakob Ackermann",16
"ilkin-overleaf,Alexandre Bourdin",16
"Jessica Lawshe,M Fahru",16
"Jakob Ackermann,Jessica Lawshe",16
"Jakob Ackermann,Miguel Serrano",15
"June Kelly,Tim Down",15
"Tim Down,ilkin-overleaf",15
"ilkin-overleaf,Rebeka Dekany",15
"Alexandre Bourdin,M Fahru",15
"Alf Eaton,M Fahru",14
"Jakob Ackermann,CloudBuild",14
"ilkin-overleaf,Alf Eaton",14
"ilkin-overleaf,CloudBuild",13
"Jakob Ackermann,Thomas",13
"ilkin-overleaf,Eric Mc Sween",13
"ilkin-overleaf,Liangjun Song",13
"M Fahru,Davinder Singh",12
"Alexandre Bourdin,Jessica Lawshe",12
"June Kelly,Henry Oswald",12
"David,Domagoj Kriskovic",12
"CloudBuild,M Fahru",12
"Jakob Ackermann,Timothée Alby",12
"Miguel Serrano,Timothée Alby",12
"June Kelly,Jakob Ackermann",11
"Brian Gough,Henry Oswald",11
"James Allen,Douglas Lovell",11
"ilkin-overleaf,Davinder Singh",11
"Alf Eaton,Jimmy Domagala-Tang",11
"M Fahru,Alf Eaton",11
"Alf Eaton,Alexandre Bourdin",11
"Mathias Jakobsen,Eric Mc Sween",11
"Antoine Clausse,CloudBuild",10
"Tim Down,Alf Eaton",10
"Miguel Serrano,Eric Mc Sween",10
"Jessica Lawshe,Alexandre Bourdin",10
"Simon Detheridge,Shane Kilkelly",10
"Alf Eaton,Jessica Lawshe",10
"Jimmy Domagala-Tang,Alf Eaton",10
"Christopher Hoskin,Henry Oswald",10
"Brian Gough,James Allen",10
"Hugh O'Brien,Alasdair Smith",10
"Hendrik Bonthuys,Christopher Hoskin",10
"Timothée Alby,Eric Mc Sween",10
"Eric Mc Sween,Alasdair Smith",10
"Mathias Jakobsen,M Fahru",9
"Davinder Singh,Jessica Lawshe",9
"Alf Eaton,Tim Down",9
"Shane Kilkelly,Brian Gough",9
"Timothée Alby,Jakob Ackermann",9
"Alf Eaton,David",9
"M Fahru,ilkin-overleaf",9
"Alexandre Bourdin,Alf Eaton",9
"Eric Mc Sween,Brian Gough",9
"ilkin-overleaf,Antoine Clausse",9
"James Allen,Alasdair Smith",9
"Shane Kilkelly,James Allen",9
"M Fahru,Tim Down",9
"Domagoj Kriskovic,Mathias Jakobsen",9
"Henry Oswald,Jakob Ackermann",9
"Henry Oswald,Paulo Reis",9
"Shane Kilkelly,Alasdair Smith",8
"Davinder Singh,ilkin-overleaf",8
"Ersun Warncke,Simon Detheridge",8
"Brian Gough,Simon Detheridge",8
"M Fahru,Domagoj Kriskovic",8
"decaffeinate,Jakob Ackermann",8
"Shane Kilkelly,Timothée Alby",8
"Domagoj Kriskovic,David",8
"Davinder Singh,Eric Mc Sween",8
